feedback_text,created_at,category,source,rating
digital library terminal mice are sticky and need replacement,2026-08-27 04:41:38,Library,review,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-27 05:32:14,Security,feedback form,2
juice bar offers great healthy options at subsidized student rates,2026-08-27 05:38:26,Cafeteria,email,5
long queues at student welfare window due to single staff member operating,2026-08-27 07:47:49,Administration,feedback form,2
Wi-Fi in hostel common room has been down for three days straight.,2026-08-27 08:39:55,Hostel,survey,2
digital library terminal mice are sticky and need replacement,2026-08-27 08:44:12,Library,support ticket,2
need more copies of the latest edition algorithms reference book,2026-08-27 08:46:07,Library,support ticket,3
"wifi disconnect issue in reading hall again and again, plz fix ASAP",2026-08-27 09:27:59,Library,support ticket,2
Library staff was very helpful with issuing reference textbooks today.,2026-08-27 09:55:58,Academics,email,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-27 10:43:44,Fees,survey,2
digital library terminal mice are sticky and need replacement,2026-08-27 10:58:56,Library,feedback form,2
"transcript request was processed within 2 working days, very impressed",2026-08-27 11:32:31,Administration,support ticket,5
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-27 11:49:43,Hostel,survey,1
need more copies of the latest edition algorithms reference book,2026-08-27 12:37:35,Library,feedback form,3
online fee receipt generation is instant and hassle-free,2026-08-27 12:46:00,Fees,feedback form,4
water coolers on third floor are functioning smoothly and chilled,2026-08-27 13:16:21,Facilities,survey,4
need more copies of the latest edition algorithms reference book,2026-08-27 13:20:34,Library,review,3
campus grounds are kept remarkably green and litter-free,2026-08-27 13:51:51,Cleanliness,feedback form,5
,2026-08-27 14:25:40,Wi-Fi/Internet,survey,1
late fee penalty policy is too rigid when bank server transactions fail,2026-08-27 14:38:01,Fees,survey,2
digital library terminal mice are sticky and need replacement,2026-08-27 14:55:22,Library,feedback form,2
"transcript request was processed within 2 working days, very impressed",2026-08-27 15:00:56,Administration,review,5
"transcript request was processed within 2 working days, very impressed",2026-08-27 15:08:15,Administration,email,5
coffee machine in main canteen was broken for two days,2026-08-27 15:33:11,Cafeteria,feedback form,2
study desks in quiet section are comfortable and well-lit,2026-08-27 15:40:25,Library,support ticket,5
study desks in quiet section are comfortable and well-lit,2026-08-27 16:09:59,Library,feedback form,5
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-27 16:36:54,Academics,review,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-27 17:13:45,Transportation,review,4
Water pressure in 4th floor hostel showers is almost zero in the morning.,2026-08-27 17:16:24,Hostel,support ticket,1
late fee penalty policy is too rigid when bank server transactions fail,2026-08-27 17:16:48,Fees,survey,2
classroom projectors in block 2 have low lamp brightness,2026-08-27 17:40:19,Facilities,email,2
faculty feedback process is transparent and taken seriously by HOD,2026-08-27 18:29:18,Academics,review,4
late fee penalty policy is too rigid when bank server transactions fail,2026-08-27 18:48:12,Fees,feedback form,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-27 18:53:11,Security,support ticket,2
long queues at student welfare window due to single staff member operating,2026-08-27 18:56:33,Administration,survey,2
online fee receipt generation is instant and hassle-free,2026-08-27 19:06:30,Fees,survey,4
Cannot download research papers from library digital section due to no Wi-Fi.,2026-08-27 19:07:36,Library,support ticket,2
cricket nets require replacement as the netting has torn at several places,2026-08-27 19:08:45,Sports,survey,2
cricket nets require replacement as the netting has torn at several places,2026-08-27 19:34:07,Sports,review,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-27 19:48:01,Fees,email,2
"transcript request was processed within 2 working days, very impressed",2026-08-27 20:53:09,Administration,email,5
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-27 21:04:24,Transportation,survey,2
classroom projectors in block 2 have low lamp brightness,2026-08-27 21:07:59,Facilities,survey,2
need more copies of the latest edition algorithms reference book,2026-08-27 21:46:14,Library,support ticket,3
classroom projectors in block 2 have low lamp brightness,2026-08-27 22:11:19,Facilities,support ticket,2
Internet keeps shutting off while researching in the university library,2026-08-27 22:17:08,Library,support ticket,2
Drainage in ground floor washroom gets clogged every few days.,2026-08-27 23:04:09,Hostel,feedback form,1
water coolers on third floor are functioning smoothly and chilled,2026-08-27 23:45:44,Facilities,review,4
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-27 23:46:28,Transportation,email,2
"transcript request was processed within 2 working days, very impressed",2026-08-27 23:47:51,Administration,email,5
weekend transit schedule should include an extra night service from metro station,2026-08-27 23:54:00,Transportation,feedback form,3
"Gym treadmill belt is slipping, safety hazard!! kindly look into this matter.",2026-08-28 00:18:48,Cleanliness,survey,1
classroom projectors in block 2 have low lamp brightness,2026-08-28 00:24:50,Facilities,survey,2
"transcript request was processed within 2 working days, very impressed",2026-08-28 00:33:00,Administration,feedback form,5
water coolers on third floor are functioning smoothly and chilled,2026-08-28 00:50:35,Facilities,email,4
"street lights near basketball court are flickering, feels unsafe at night",2026-08-28 01:28:00,Security,email,2
"hostle mess food is so cold by 7pm, not even eatable seriously :(",2026-08-28 01:36:28,Security,survey,4
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-28 01:59:21,Wi-Fi/Internet,feedback form,1
Air conditioning in seminar hall 2 is leaking water on the front row seats.,2026-08-28 02:00:20,Fees,feedback form,2
digital library terminal mice are sticky and need replacement,2026-08-28 02:10:01,Library,review,2
online fee receipt generation is instant and hassle-free,2026-08-28 02:23:08,Fees,feedback form,4
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-28 02:39:45,Wi-Fi/Internet,email,2
water coolers on third floor are functioning smoothly and chilled,2026-08-28 02:51:52,Facilities,survey,4
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-28 02:57:37,Security,support ticket,5
classroom projectors in block 2 have low lamp brightness,2026-08-28 03:17:52,Facilities,feedback form,2
need more copies of the latest edition algorithms reference book,2026-08-28 03:24:54,Library,support ticket,3
cultural fest organization was seamless and guest lectures were inspiring,2026-08-28 03:37:24,Events,survey,5
campus grounds are kept remarkably green and litter-free,2026-08-28 03:46:28,Cleanliness,email,5
Internet in common areas is completely unusable after the recent router update.,2026-08-28 04:06:08,Wi-Fi/Internet,support ticket,1
badminton court wooden flooring has been maintained in top shape,2026-08-28 04:21:30,Sports,email,5
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-28 04:27:58,Wi-Fi/Internet,review,1
morning breakfast poha and upma are quite decent and fresh,2026-08-28 04:42:17,Cafeteria,feedback form,4
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-28 04:55:16,Hostel,feedback form,2
digital library terminal mice are sticky and need replacement,2026-08-28 04:58:20,Library,support ticket,2
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-28 04:59:35,Wi-Fi/Internet,review,1
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-28 05:35:09,Transportation,survey,4
badminton court wooden flooring has been maintained in top shape,2026-08-28 05:53:25,Sports,support ticket,5
restrooms in ground floor management block need more frequent checks,2026-08-28 06:35:29,Cleanliness,feedback form,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-28 06:51:13,Events,feedback form,3
need more copies of the latest edition algorithms reference book,2026-08-28 06:54:38,Library,survey,3
"Hostel warden resolved the water cooler issue promptly, thank you.",2026-08-28 06:54:51,Cleanliness,email,5
restrooms in ground floor management block need more frequent checks,2026-08-28 07:15:00,Cleanliness,support ticket,2
restrooms in ground floor management block need more frequent checks,2026-08-28 07:28:06,Cleanliness,survey,2
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-28 07:32:52,Wi-Fi/Internet,feedback form,2
Internet in common areas is completely unusable after the recent router update.,2026-08-28 07:39:20,Wi-Fi/Internet,email,2
badminton court wooden flooring has been maintained in top shape,2026-08-28 07:53:26,Sports,feedback form,5
elevator in engineering block was under maintenance during morning rush,2026-08-28 07:55:48,Facilities,review,2
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-28 07:57:16,Academics,support ticket,2
cultural fest organization was seamless and guest lectures were inspiring,2026-08-28 08:40:40,Events,email,5
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-28 09:04:13,Wi-Fi/Internet,email,2
Campus internet speed has plummeted drastically this week.,2026-08-28 09:11:44,Wi-Fi/Internet,review,1
acoustics in the main auditorium were distorted during the musical evening,2026-08-28 09:15:09,Events,survey,3
cultural fest organization was seamless and guest lectures were inspiring,2026-08-28 09:42:17,Events,feedback form,5
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-28 09:52:05,Hostel,survey,2
online fee receipt generation is instant and hassle-free,2026-08-28 10:06:58,Fees,email,4
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-28 10:08:09,Wi-Fi/Internet,survey,1
Library reading room Wi-Fi fails every time more than 20 students join.,2026-08-28 10:21:21,Library,survey,2
Cannot download research papers from library digital section due to no Wi-Fi.,2026-08-28 10:42:50,Library,survey,2
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-28 11:09:23,Wi-Fi/Internet,feedback form,1
digital library terminal mice are sticky and need replacement,2026-08-28 11:19:16,Library,email,2
study desks in quiet section are comfortable and well-lit,2026-08-28 11:23:54,Library,survey,5
long queues at student welfare window due to single staff member operating,2026-08-28 11:29:36,Administration,feedback form,2
elevator in engineering block was under maintenance during morning rush,2026-08-28 11:38:09,Facilities,email,2
Drainage in ground floor washroom gets clogged every few days.,2026-08-28 11:50:43,Hostel,survey,1
acoustics in the main auditorium were distorted during the musical evening,2026-08-28 12:47:07,Events,email,3
elevator in engineering block was under maintenance during morning rush,2026-08-28 13:02:51,Facilities,feedback form,2
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-28 13:10:40,Wi-Fi/Internet,survey,1
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-28 13:14:30,Wi-Fi/Internet,review,2
Internet in common areas is completely unusable after the recent router update.,2026-08-28 13:39:21,Wi-Fi/Internet,feedback form,2
campus grounds are kept remarkably green and litter-free,2026-08-28 13:39:45,Cleanliness,feedback form,5
elevator in engineering block was under maintenance during morning rush,2026-08-28 13:49:09,Facilities,review,2
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-28 14:10:21,Wi-Fi/Internet,support ticket,2
online fee receipt generation is instant and hassle-free,2026-08-28 14:35:19,Fees,email,4
wifi keeps disconnecting in library,2026-08-28 14:59:48,Library,support ticket,2
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-28 15:00:40,Wi-Fi/Internet,feedback form,1
morning breakfast poha and upma are quite decent and fresh,2026-08-28 15:05:34,Cafeteria,survey,4
"street lights near basketball court are flickering, feels unsafe at night",2026-08-28 15:30:18,Security,survey,2
classroom projectors in block 2 have low lamp brightness,2026-08-28 15:37:34,Facilities,review,2
Campus internet speed has plummeted drastically this week.,2026-08-28 15:38:24,Wi-Fi/Internet,feedback form,1
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-28 16:20:40,Wi-Fi/Internet,review,1
cricket nets require replacement as the netting has torn at several places,2026-08-28 16:24:36,Sports,email,2
mess cutlery is often greasy and not cleaned thoroughly,2026-08-28 17:20:03,Cafeteria,support ticket,1
online fee receipt generation is instant and hassle-free,2026-08-28 18:05:10,Fees,email,4
campus grounds are kept remarkably green and litter-free,2026-08-28 18:10:28,Cleanliness,review,5
Campus internet speed has plummeted drastically this week.,2026-08-28 18:17:38,Wi-Fi/Internet,feedback form,1
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-28 19:09:01,Wi-Fi/Internet,feedback form,2
badminton court wooden flooring has been maintained in top shape,2026-08-28 19:11:37,Sports,email,5
Campus internet speed has plummeted drastically this week.,2026-08-28 19:35:59,Wi-Fi/Internet,email,1
online fee receipt generation is instant and hassle-free,2026-08-28 20:03:50,Fees,support ticket,4
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-28 20:06:11,Wi-Fi/Internet,survey,2
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-28 20:06:51,Hostel,feedback form,2
Security at night gate is stopping day-scholars unnecessarily without reason.,2026-08-28 20:09:07,Security,survey,1
mess cutlery is often greasy and not cleaned thoroughly,2026-08-28 20:11:58,Cafeteria,review,1
"transcript request was processed within 2 working days, very impressed",2026-08-28 20:17:52,Administration,email,5
schedule for end semester practical exams overlaps with elective test,2026-08-28 20:35:12,Academics,review,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-28 20:43:13,Transportation,review,4
cricket nets require replacement as the netting has torn at several places,2026-08-28 21:03:09,Sports,support ticket,2
mess cutlery is often greasy and not cleaned thoroughly,2026-08-28 21:08:02,Cafeteria,feedback form,1
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-28 21:11:59,Wi-Fi/Internet,email,1
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-28 21:13:54,Security,feedback form,5
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-28 21:15:17,Wi-Fi/Internet,review,2
classroom projectors in block 2 have low lamp brightness,2026-08-28 21:23:01,Facilities,survey,2
online fee receipt generation is instant and hassle-free,2026-08-28 21:25:46,Fees,support ticket,4
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-28 21:36:11,Cleanliness,survey,2
need more copies of the latest edition algorithms reference book,2026-08-28 21:38:23,Library,support ticket,3
"Terrible network latency on campus Wi-Fi, even Google searches fail to load.",2026-08-28 21:39:19,Wi-Fi/Internet,email,1
"Hostel bathroom cleanliness is substandard, cleaning staff does not show up daily.",2026-08-28 21:42:26,Hostel,email,1
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-28 21:51:26,Wi-Fi/Internet,support ticket,1
Internet in common areas is completely unusable after the recent router update.,2026-08-28 22:08:30,Wi-Fi/Internet,email,2
schedule for end semester practical exams overlaps with elective test,2026-08-28 22:37:33,Academics,review,2
Campus internet speed has plummeted drastically this week.,2026-08-28 22:44:56,Wi-Fi/Internet,survey,1
campus grounds are kept remarkably green and litter-free,2026-08-28 22:51:36,Cleanliness,review,5
long queues at student welfare window due to single staff member operating,2026-08-28 22:55:53,Administration,feedback form,2
restrooms in ground floor management block need more frequent checks,2026-08-28 22:58:40,Cleanliness,survey,2
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-28 22:59:20,Wi-Fi/Internet,email,1
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-28 23:04:34,Wi-Fi/Internet,support ticket,1
Internet in common areas is completely unusable after the recent router update.,2026-08-28 23:19:18,Wi-Fi/Internet,support ticket,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-28 23:25:38,Fees,feedback form,2
elevator in engineering block was under maintenance during morning rush,2026-08-28 23:31:11,Facilities,review,2
professors are approachable during designated office consultation hours,2026-08-28 23:57:24,Academics,review,5
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-29 00:20:46,Transportation,survey,2
need more copies of the latest edition algorithms reference book,2026-08-29 00:50:43,Library,feedback form,3
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-29 01:15:51,Wi-Fi/Internet,survey,1
"transcript request was processed within 2 working days, very impressed",2026-08-29 01:22:19,Administration,support ticket,5
cricket nets require replacement as the netting has torn at several places,2026-08-29 01:23:13,Sports,email,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-29 01:50:37,Events,email,3
Internet in common areas is completely unusable after the recent router update.,2026-08-29 02:06:12,Wi-Fi/Internet,email,1
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-29 02:13:43,Wi-Fi/Internet,email,2
Fees payment portal debited my account twice!! Kindly revert the amount quickly.,2026-08-29 03:04:11,Cafeteria,feedback form,5
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-29 03:06:35,Academics,email,2
"Hostel bathroom cleanliness is substandard, cleaning staff does not show up daily.",2026-08-29 03:25:48,Hostel,support ticket,2
Submission portal timed out during class quiz due to poor lecture hall Wi-Fi.,2026-08-29 03:35:12,Academics,survey,1
elevator in engineering block was under maintenance during morning rush,2026-08-29 03:48:25,Facilities,feedback form,2
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-29 04:03:12,Wi-Fi/Internet,review,1
acoustics in the main auditorium were distorted during the musical evening,2026-08-29 04:04:41,Events,support ticket,3
badminton court wooden flooring has been maintained in top shape,2026-08-29 04:10:13,Sports,survey,5
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-29 04:11:54,Wi-Fi/Internet,support ticket,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-29 04:16:10,Security,support ticket,2
cultural fest organization was seamless and guest lectures were inspiring,2026-08-29 04:31:05,Events,support ticket,5
schedule for end semester practical exams overlaps with elective test,2026-08-29 04:44:01,Academics,feedback form,2
"food quality is mediocre, especially dinner menu is repetitive",2026-08-29 05:11:10,Cafeteria,feedback form,2
cultural fest organization was seamless and guest lectures were inspiring,2026-08-29 05:17:51,Events,email,5
Continuous wi-fi dropouts while studying on 2nd floor of library,2026-08-29 05:17:57,Library,review,2
restrooms in ground floor management block need more frequent checks,2026-08-29 05:45:35,Cleanliness,email,2
"transcript request was processed within 2 working days, very impressed",2026-08-29 06:04:00,Administration,survey,5
cricket nets require replacement as the netting has torn at several places,2026-08-29 06:05:03,Sports,email,2
Campus internet speed has plummeted drastically this week.,2026-08-29 07:02:06,Wi-Fi/Internet,survey,2
long queues at student welfare window due to single staff member operating,2026-08-29 07:14:26,Administration,survey,2
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-29 07:18:38,Wi-Fi/Internet,review,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-29 07:19:05,Events,support ticket,3
digital library terminal mice are sticky and need replacement,2026-08-29 07:49:12,Library,feedback form,2
Submission portal timed out during class quiz due to poor lecture hall Wi-Fi.,2026-08-29 07:50:20,Academics,feedback form,1
Library reading room Wi-Fi fails every time more than 20 students join.,2026-08-29 08:06:59,Library,feedback form,2
restrooms in ground floor management block need more frequent checks,2026-08-29 08:16:07,Cleanliness,review,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-29 09:27:56,Transportation,survey,2
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-08-29 09:28:23,Hostel,survey,1
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-29 10:01:47,Security,review,5
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-29 10:18:14,Hostel,feedback form,2
mess cutlery is often greasy and not cleaned thoroughly,2026-08-29 11:08:45,Cafeteria,survey,1
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-29 11:09:36,Security,support ticket,5
Air conditioning in seminar hall 2 is leaking water on the front row seats.,2026-08-29 11:39:17,Hostel,support ticket,2
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-29 12:09:52,Wi-Fi/Internet,support ticket,1
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-29 12:15:10,Security,support ticket,5
Internet in common areas is completely unusable after the recent router update.,2026-08-29 12:15:21,Wi-Fi/Internet,feedback form,2
long queues at student welfare window due to single staff member operating,2026-08-29 12:28:12,Administration,email,2
Internet in common areas is completely unusable after the recent router update.,2026-08-29 12:30:14,Wi-Fi/Internet,survey,2
"food quality is mediocre, especially dinner menu is repetitive",2026-08-29 12:36:06,Cafeteria,support ticket,2
professors are approachable during designated office consultation hours,2026-08-29 12:37:14,Academics,support ticket,5
need more copies of the latest edition algorithms reference book,2026-08-29 12:40:54,Library,email,3
elevator in engineering block was under maintenance during morning rush,2026-08-29 12:42:29,Facilities,email,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-29 12:44:09,Transportation,email,2
coffee machine in main canteen was broken for two days,2026-08-29 13:04:48,Cafeteria,email,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-29 13:23:16,Security,support ticket,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-29 13:38:36,Transportation,email,4
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-29 14:08:41,Hostel,feedback form,1
need more copies of the latest edition algorithms reference book,2026-08-29 14:13:24,Library,email,3
Campus internet speed has plummeted drastically this week.,2026-08-29 14:35:43,Wi-Fi/Internet,review,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-29 14:36:07,Security,feedback form,5
need more copies of the latest edition algorithms reference book,2026-08-29 14:39:07,Library,support ticket,3
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-29 14:51:30,Wi-Fi/Internet,support ticket,2
Water pressure in 4th floor hostel showers is almost zero in the morning.,2026-08-29 14:59:01,Hostel,support ticket,2
study desks in quiet section are comfortable and well-lit,2026-08-29 15:00:21,Library,survey,5
Campus internet speed has plummeted drastically this week.,2026-08-29 15:32:01,Wi-Fi/Internet,feedback form,1
cricket nets require replacement as the netting has torn at several places,2026-08-29 15:45:45,Sports,support ticket,2
Internet in common areas is completely unusable after the recent router update.,2026-08-29 15:54:53,Wi-Fi/Internet,feedback form,2
Campus internet speed has plummeted drastically this week.,2026-08-29 15:59:01,Wi-Fi/Internet,email,1
study desks in quiet section are comfortable and well-lit,2026-08-29 16:11:36,Library,survey,5
professors are approachable during designated office consultation hours,2026-08-29 16:14:23,Academics,support ticket,5
online fee receipt generation is instant and hassle-free,2026-08-29 16:27:16,Fees,survey,4
water coolers on third floor are functioning smoothly and chilled,2026-08-29 16:29:43,Facilities,review,4
wfi in cafetaria is totally not working yaar... plz do the needful ASAP!!,2026-08-29 16:37:38,Sports,feedback form,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-29 16:52:31,Events,feedback form,3
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-08-29 16:54:40,Hostel,email,2
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-29 16:57:22,Wi-Fi/Internet,support ticket,1
restrooms in ground floor management block need more frequent checks,2026-08-29 17:04:03,Cleanliness,email,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-29 17:23:18,Fees,survey,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-29 17:31:04,Transportation,feedback form,4
Security at night gate is stopping day-scholars unnecessarily without reason.,2026-08-29 17:32:19,Fees,review,3
"transcript request was processed within 2 working days, very impressed",2026-08-29 17:53:40,Administration,survey,5
cultural fest organization was seamless and guest lectures were inspiring,2026-08-29 18:07:38,Events,support ticket,5
Campus internet speed has plummeted drastically this week.,2026-08-29 18:30:23,Wi-Fi/Internet,review,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-29 18:35:28,Transportation,feedback form,4
study desks in quiet section are comfortable and well-lit,2026-08-29 19:18:57,Library,email,5
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-29 19:22:55,Wi-Fi/Internet,support ticket,2
"transcript request was processed within 2 working days, very impressed",2026-08-29 19:31:25,Administration,survey,5
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-29 19:32:41,Security,review,5
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-29 19:33:02,Wi-Fi/Internet,survey,2
classroom projectors in block 2 have low lamp brightness,2026-08-29 19:39:08,Facilities,feedback form,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-29 20:12:20,Events,review,3
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-29 20:39:31,Hostel,email,1
digital library terminal mice are sticky and need replacement,2026-08-29 20:47:47,Library,survey,2
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-29 20:55:45,Wi-Fi/Internet,review,1
wfi in cafetaria is totally not working yaar... plz do the needful ASAP!!,2026-08-29 21:01:20,Transportation,feedback form,1
water coolers on third floor are functioning smoothly and chilled,2026-08-29 21:14:16,Facilities,feedback form,4
study desks in quiet section are comfortable and well-lit,2026-08-29 21:42:43,Library,email,5
restrooms in ground floor management block need more frequent checks,2026-08-29 21:42:50,Cleanliness,feedback form,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-29 21:54:03,Security,email,5
cultural fest organization was seamless and guest lectures were inspiring,2026-08-29 22:14:51,Events,survey,5
need more copies of the latest edition algorithms reference book,2026-08-29 22:26:13,Library,review,3
digital library terminal mice are sticky and need replacement,2026-08-29 22:53:50,Library,email,2
cultural fest organization was seamless and guest lectures were inspiring,2026-08-29 22:56:52,Events,survey,5
wifi keeps disconnecting in library,2026-08-29 23:03:09,Library,feedback form,1
Internet in common areas is completely unusable after the recent router update.,2026-08-29 23:10:34,Wi-Fi/Internet,review,2
Wi-Fi authentication gateway times out repeatedly when submitting assignments.,2026-08-29 23:12:10,Wi-Fi/Internet,email,1
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-29 23:19:47,Wi-Fi/Internet,support ticket,1
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-29 23:19:55,Wi-Fi/Internet,email,2
long queues at student welfare window due to single staff member operating,2026-08-29 23:26:21,Administration,feedback form,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-29 23:34:38,Cleanliness,feedback form,2
restrooms in ground floor management block need more frequent checks,2026-08-29 23:36:33,Cleanliness,email,2
cultural fest organization was seamless and guest lectures were inspiring,2026-08-29 23:48:39,Events,email,5
Library staff was very helpful with issuing reference textbooks today.,2026-08-30 00:05:48,Fees,support ticket,1
"street lights near basketball court are flickering, feels unsafe at night",2026-08-30 00:11:00,Security,support ticket,2
Water pressure in 4th floor hostel showers is almost zero in the morning.,2026-08-30 00:22:32,Hostel,feedback form,1
"transcript request was processed within 2 working days, very impressed",2026-08-30 00:23:43,Administration,survey,5
long queues at student welfare window due to single staff member operating,2026-08-30 00:45:34,Administration,review,2
digital library terminal mice are sticky and need replacement,2026-08-30 00:47:07,Library,support ticket,2
Internet in common areas is completely unusable after the recent router update.,2026-08-30 01:00:05,Wi-Fi/Internet,review,1
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-30 01:39:54,Wi-Fi/Internet,review,1
Drainage in ground floor washroom gets clogged every few days.,2026-08-30 01:47:22,Hostel,email,1
acoustics in the main auditorium were distorted during the musical evening,2026-08-30 01:54:35,Events,survey,3
study desks in quiet section are comfortable and well-lit,2026-08-30 02:01:28,Library,review,5
schedule for end semester practical exams overlaps with elective test,2026-08-30 02:07:53,Academics,review,2
classroom projectors in block 2 have low lamp brightness,2026-08-30 02:30:30,Facilities,email,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-30 02:43:39,Security,feedback form,2
"Hostel Block D has zero Wi-Fi signal in corner rooms, forced to use mobile hotspot.",2026-08-30 02:48:42,Hostel,feedback form,2
schedule for end semester practical exams overlaps with elective test,2026-08-30 02:50:38,Academics,email,2
Frequent packet drops on campus Wi-Fi make attending virtual lectures impossible.,2026-08-30 03:06:59,Wi-Fi/Internet,feedback form,2
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-30 03:12:07,Wi-Fi/Internet,feedback form,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-30 03:32:21,Cleanliness,feedback form,2
juice bar offers great healthy options at subsidized student rates,2026-08-30 03:36:15,Cafeteria,survey,5
Cannot download research papers from library digital section due to no Wi-Fi.,2026-08-30 03:54:19,Library,review,2
Internet in common areas is completely unusable after the recent router update.,2026-08-30 04:14:26,Wi-Fi/Internet,survey,1
need more copies of the latest edition algorithms reference book,2026-08-30 04:36:25,Library,survey,3
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-08-30 04:41:50,Hostel,survey,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-30 04:50:22,Transportation,survey,4
need more copies of the latest edition algorithms reference book,2026-08-30 04:59:18,Library,support ticket,3
water coolers on third floor are functioning smoothly and chilled,2026-08-30 05:06:29,Facilities,email,4
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-30 05:19:17,Academics,email,2
